,page,jumlah_peserta_skb,jumlah_formasi,jumlah_metode_skb,peserta_total,peserta_hadir,peserta_th,hasil_tl,hasil_tms,hasil_tms-1,hasil_aps,lulus_akhir,sisa_formasi,tms1_terbaik,kode_jabatan,jabatan,kode_lokasi,lokasi_formasi,jenis_formasi,pendidikan
509,16371,1,3,0,1,1,0,0,0,1,0,0,3,1,JFDO50002,ASISTEN AHLI,30102433,2433. POLITEKNIK NEGERI NUSA UTARA JURUSAN PERIKANAN DAN KEBAHARIAN ,U - UMUM 3,(7199713) S-2 ILMU PERAIRAN
510,16399,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105902,5902. UNIVERSITAS TERBUKA FAKULTAS EKONOMI UNIVERSITAS TERBUKA UPT UPBJJ-UT JAKARTA ,U - UMUM 1,"(7199260) S-2 PARIWISATA / (9500581) S-2 HOSPITALITY / (9500993) S-2
PARIWISATA KONSENTRASI DESTINASI WISATA"
511,16401,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30103987,"3987. UNIVERSITAS MULAWARMAN FAKULTAS TEKNIK 1
",U - UMUM 1,(7110031) S-2 TEKNIK INDUSTRI
512,16477,6,5,0,6,6,0,0,0,3,0,3,2,2,JFDO50002,ASISTEN AHLI,30102030,2030. POLITEKNIK NEGERI BATAM JURUSAN TEKNIK ELEKTRO ,U - UMUM 5,"(7102172) S-2 TEKNIK ELEKTRO / (7113125) S-2 ELECTRICAL ENGINEERING
/ (9500031) S-2 ELECTRICAL AND CONTROL ENGINEERING / (9500033) S-2
ELEKTRONIK DAN SISTEM"
513,16514,2,2,0,2,2,0,0,0,2,0,0,2,2,JFDO50002,ASISTEN AHLI,30105172,5172. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS EKONOMI ,U - UMUM 2,(9500921) S-2 MANAJEMEN KONSENTRASI MANAJEMEN SISTEM INFORMASI
514,16567,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO50002,ASISTEN AHLI,30104751,"4751. UNIVERSITAS NUSA CENDANA FAKULTAS PERTANIAN 2
",U - UMUM 2,"(7100070) S-2 EKONOMI PERTANIAN / (7101136) S-2 PENYULUH PERTANIAN
/ (7106051) S-2 AGRIBISNIS / (7199354) S-2 SOSIAL EKONOMI PERTANIAN"
515,16584,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO50002,ASISTEN AHLI,30104457,"4457. UNIVERSITAS NEGERI MEDAN FAKULTAS TEKNIK 3
",U - UMUM 2,"(9501094) S-2 PENDIDIKAN TEKNOLOGI DAN KEJURUAN KONSENTRASI
TATA BUSANA"
516,16605,2,1,0,2,2,0,0,0,2,0,0,1,1,JFDO50002,ASISTEN AHLI,30103551,3551. UNIVERSITAS LAMBUNG MANGKURAT FAKULTAS PERIKANAN DAN KELAUTAN ,U - UMUM 1,"(7100137) S-2 ILMU PERIKANAN / (7101060) S-2 BUDI DAYA PERIKANAN /
(7106431) S-2 BUDIDAYA PERAIRAN"
517,16610,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104899,4899. UNIVERSITAS PAPUA FAKULTAS PERTAMBANGAN DAN PERMINYAKAN ,P - PUTRA/PUTRI PAPUA DAN PAPUA BARAT 1,(7101227) S-2 TEKNIK PERTAMBANGAN
518,16612,2,5,0,2,2,0,0,0,1,0,1,4,1,JFDO50002,ASISTEN AHLI,30102506,2506. POLITEKNIK NEGERI SAMARINDA JURUSAN JURUSAN TEKNOLOGI INFORMASI ,U - UMUM 5,(7160010) S-2 ILMU KOMPUTER
519,16617,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO50002,ASISTEN AHLI,30102356,"2356. POLITEKNIK NEGERI MALANG JURUSAN TEKNIK SIPIL 2
",U - UMUM 2,(7101227) S-2 TEKNIK PERTAMBANGAN
520,16697,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30103188,3188. UNIVERSITAS HALU OLEO FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN JURUSAN ILMU KEOLAHRAGAAN ,U - UMUM 1,"(7101793) S-2 ILMU KEOLAHRAGAAN / (7113151) S-2 FISIOLOGI
KEOLAHRAGAAN / (7113177) S-2 KEOLAHRAGAAN"
521,16720,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104086,4086. UNIVERSITAS NEGERI GORONTALO FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 1,"(9500731) S-2 INSTRUMEN DAN KONTROL / (9501312) S-2 TEKNIK FISIKA
KEAHLIAN INSTRUMEN DAN KONTROL"
522,16731,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30102613,2613. POLITEKNIK NEGERI SRIWIJAYA JURUSAN TEKNIK KOMPUTER ,U - UMUM 2,(7109106) S-2 TEKNOLOGI INFORMASI
523,16773,6,2,0,6,6,0,0,0,5,0,1,1,1,JFDO50002,ASISTEN AHLI,30103499,3499. UNIVERSITAS LAMBUNG MANGKURAT FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 2,(7145100) S-2 SOSIOLOGI
524,16797,4,5,0,4,4,0,0,0,2,0,2,3,2,JFDO50002,ASISTEN AHLI,30104009,4009. UNIVERSITAS MUSAMUS FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 5,"(7100105) S-2 HUBUNGAN INTERNASIONAL / (7100138) S-2 ILMU SOSIOLOGI
/ (7101350) S-2 ADMINISTRASI PUBLIK / (7101601) S-2 ILMU
PEMERINTAHAN / (7104100) S-2 ANTROPOLOGI / (7123005) S-2 ILMU
PERPUSTAKAAN / (7146010) S-2 ILMU KOMUNIKASI / (7192000) S-2 ILMU
POLITIK / (7199007) S-2 ADMINISTRASI PEMBANGUNAN / (9500609) S-2
ILMU ADMINISTRASI PEMBANGUNAN / (9501135) S-2 PERPUSTAKAAN DAN
SAINS INFORMASI / (9501161) S-2 PUBLIK RELATION"
525,16840,6,2,0,6,6,0,0,0,5,0,1,1,1,JFDO50002,ASISTEN AHLI,30105584,5584. UNIVERSITAS SULAWESI BARAT FAKULTAS ILMU SOSIAL DAN ILMU POLITIK ,U - UMUM 2,(7104100) S-2 ANTROPOLOGI / (7145100) S-2 SOSIOLOGI
526,16845,6,4,0,6,6,0,0,0,3,0,3,1,1,JFDO50002,ASISTEN AHLI,30102684,2684. POLITEKNIK NEGERI UJUNG PANDANG JURUSAN TEKNIK MESIN ,U - UMUM 4,(7199369) S-2 TEKNIK MESIN
527,16876,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30103516,3516. UNIVERSITAS LAMBUNG MANGKURAT FAKULTAS KEDOKTERAN ,U - UMUM 1,(9500671) S-2 ILMU KEPERAWATAN KONSENTRASI MANAJEMEN
528,16915,4,3,0,4,3,1,0,0,1,0,2,1,1,JFDO50002,ASISTEN AHLI,30103640,"3640. UNIVERSITAS LAMPUNG FAKULTAS TEKNIK 4
",U - UMUM 3,"(7199225) S-2 TEKNIK GEODESI / (7199226) S-2 TEKNIK GEODESI DAN
GEOMATIKA"
529,16924,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30104928,"4928. UNIVERSITAS PATTIMURA 2
",U - UMUM 2,(7100350) S-2 PETERNAKAN
530,16956,8,3,0,8,8,0,0,0,8,0,0,3,3,JFDO50002,ASISTEN AHLI,30104238,4238. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,U - UMUM 3,(9500392) S-2 AKUNTANSI KONSENTRASI PERPAJAKAN
531,16962,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104238,4238. UNIVERSITAS NEGERI MAKASSAR FAKULTAS EKONOMI ,9 - LULUSAN TERBAIK 1,(9500392) S-2 AKUNTANSI KONSENTRASI PERPAJAKAN
532,16967,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105184,5184. UNIVERSITAS PENDIDIKAN GANESHA FAKULTAS HUKUM DAN ILMU SOSIAL ,9 - LULUSAN TERBAIK 1,(7199796) S-2 PENDIDIKAN ILMU PENGETAHUAN SOSIAL
533,16973,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30101999,1999. POLITEKNIK NEGERI BANJARMASIN JURUSAN AKUNTANSI ,U - UMUM 1,"(7102537) S-2 MANAJEMEN AKUNTANSI PEMERINTAHAN / (7103621) S-2
AKUNTANSI KONSENTRASI AKUNTANSI PEMERINTAHAN"
534,17011,2,2,0,2,2,0,0,0,2,0,0,2,2,JFDO50002,ASISTEN AHLI,30102452,2452. POLITEKNIK NEGERI PADANG JURUSAN TEKNIK MESIN ,U - UMUM 2,(7199503) S-2 TEKNIK MESIN KONVERSI ENERGI
535,17014,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105667,5667. UNIVERSITAS SULTAN AGENG TIRTAYASA FAKULTAS KEDOKTERAN ,U - UMUM 1,(9500591) S-2 HUKUM KESEHATAN (S-1 PROFESI DOKTER)
536,17031,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30101955,"1955. POLITEKNIK NEGERI BALI JURUSAN TEKNIK SIPIL 1
",U - UMUM 1,(7100456) S-2 TEKNIK SIPIL STRUKTUR / (7109103) S-2 TEKNIK SIPIL
537,17076,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO50002,ASISTEN AHLI,30102641,2641. POLITEKNIK NEGERI SUBANG JURUSAN AGROINDUSTRI ,U - UMUM 2,"(7108211) S-2 TEKNOLOGI INDUSTRI PERTANIAN / (7109126) S-2
TEKNOLOGI HASIL PERTANIAN"
538,17141,2,5,0,2,2,0,0,0,2,0,0,5,2,JFDO50002,ASISTEN AHLI,30102619,2619. POLITEKNIK NEGERI SRIWIJAYA JURUSAN TEKNIK MESIN ,U - UMUM 5,(7199369) S-2 TEKNIK MESIN / (9501311) S-2 TEKNIK ENERGI TERBARUKAN
539,17146,2,1,0,2,2,0,0,0,2,0,0,1,1,JFDO50002,ASISTEN AHLI,30105018,"5018. UNIVERSITAS PATTIMURA FAKULTAS PERTANIAN 1
",U - UMUM 1,(7100199) S-2 MANAJEMEN HUTAN
540,17205,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO50002,ASISTEN AHLI,30102732,2732. POLITEKNIK PERTANIAN NEGERI KUPANG JURUSAN PERIKANAN DAN KELAUTAN ,U - UMUM 2,(7106510) S-2 ILMU KELAUTAN / (7108212) S-2 TEKNOLOGI KELAUTAN
541,17231,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30105628,5628. UNIVERSITAS SULAWESI BARAT FAKULTAS PETERNAKAN DAN PERIKANAN ,U - UMUM 2,"(7101134) S-2 NUTRISI DAN MAKANANTERNAK / (9500113) S-2 NUTRISI DAN
TEKNOLOGI PAKAN / (9500690) S-2 ILMU NUTRISI TERNAK"
542,17300,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30103822,3822. UNIVERSITAS MATARAM FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,U - UMUM 1,(7100839) S-2 SENI TARI
543,17325,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30103771,3771. UNIVERSITAS MARITIM RAJA ALI HAJI FAKULTAS TEKNIK ,U - UMUM 1,"(7102163) S-2 STATISTIKA / (7103619) S-2 AKTUARIA / (7170000) S-2
MATEMATIKA"
544,17327,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30101937,1937. POLITEKNIK NEGERI BALI JURUSAN ADMISTRASI NIAGA ,U - UMUM 2,(7100112) S-2 ILMU ADMINISTRASI BISNIS
545,17339,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30102237,2237. POLITEKNIK NEGERI KETAPANG JURUSAN TEKNIK PERTAMBANGAN ,U - UMUM 1,(9501348) S-2 TEKNIK LINGKUNGAN PERTAMBANGAN
546,17346,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO50002,ASISTEN AHLI,30104929,"4929. UNIVERSITAS PATTIMURA 2
",U - UMUM 2,"(7100750) S-2 PENDIDIKAN JASMANI / (9501056) S-2 PENDIDIKAN JASMANI
OLAHRAGA DAN KESEHATAN"
547,17361,5,5,0,5,5,0,0,0,1,0,4,1,1,JFDO50002,ASISTEN AHLI,30102482,2482. POLITEKNIK NEGERI PONTIANAK JURUSAN TEKNIK ARSITEKTUR ,U - UMUM 5,"(7101109) S-2 DESAIN KAWASAN BINAAN / (7109127) S-2 TEKNIK
ARSITEKTUR / (9500412) S-2 ARSITEKTUR KONSENTRASI PERANCANGAN
ARSITEKTUR"
548,17371,1,5,0,1,1,0,0,0,1,0,0,5,1,JFDO50002,ASISTEN AHLI,30103472,"3472. UNIVERSITAS KHAIRUN FAKULTAS TEKNIK 6
",U - UMUM 5,"(7100386) S-2 SISTEM INFORMATIKA / (7100398) S-2 TEKNIK INFORMATIKA
/ (7160010) S-2 ILMU KOMPUTER / (7160020) S-2 INFORMATIKA"
549,17447,1,3,0,1,1,0,0,0,1,0,0,3,1,JFDO50002,ASISTEN AHLI,30103469,"3469. UNIVERSITAS KHAIRUN FAKULTAS TEKNIK 3
",U - UMUM 3,"(7100833) S-2 MATERIAL / (7101161) S-2 TEKNIK MESIN KONSENTRASI
KONVERSI ENERGI / (7109105) S-2 TEKNIK KIMIA / (7110031) S-2 TEKNIK
INDUSTRI / (7199230) S-2 TEKNIK PERMINYAKAN / (7199369) S-2 TEKNIK
MESIN / (7199410) S-2 TEKNIK PERKAPALAN"
550,17449,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30105537,5537. UNIVERSITAS SRIWIJAYA FAKULTAS KESEHATAN MASYARAKAT ,U - UMUM 2,(7102500) S-2 ILMU GIZI / (7199152) S-2 GIZI KLINIK / (7199435) S-2 GIZI
551,17465,4,3,0,4,4,0,0,0,3,0,1,2,2,JFDO50002,ASISTEN AHLI,30103655,"3655. UNIVERSITAS MALIKUSSALEH FAKULTAS HUKUM 4
",U - UMUM 3,"(7123010) S-2 ILMU HUKUM / (9500597) S-2 HUKUM KONSENTRASI
PERBANKAN SYARIAH"
552,17469,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30103655,"3655. UNIVERSITAS MALIKUSSALEH FAKULTAS HUKUM 4
",9 - LULUSAN TERBAIK 1,"(7123010) S-2 ILMU HUKUM / (9500597) S-2 HUKUM KONSENTRASI
PERBANKAN SYARIAH"
553,17477,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO50002,ASISTEN AHLI,30104858,"4858. UNIVERSITAS PALANGKARAYA FAKULTAS PERTANIAN 2
",U - UMUM 2,(7170000) S-2 MATEMATIKA / (7199894) S-2 STATISTIK
554,17503,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30104118,4118. UNIVERSITAS NEGERI GORONTALO FAKULTAS PERIKANAN DAN ILMU KELAUTAN ,U - UMUM 1,"(9500655) S-2 ILMU KELAUTAN DAN PERIKANAN KONSENTRASI KEBIJAKAN
PENGELOLAAN SUMBERDAYA PERIKANAN / (9500705) S-2 ILMU PERIKANAN
KONSENTRASI KONSERVASI"
555,17506,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO50002,ASISTEN AHLI,30104829,4829. UNIVERSITAS PALANGKARAYA FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 2,(7100094) S-2 FISIOLOGI TUMBUHAN / (7155000) S-2 BIOLOGI
556,17527,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104992,4992. UNIVERSITAS PATTIMURA FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN ,U - UMUM 1,(7111010) S-2 PENDIDIKAN SEJARAH
557,17556,1,2,0,1,1,0,0,0,1,0,0,2,1,JFDO50002,ASISTEN AHLI,30105398,5398. UNIVERSITAS SEMBILANBELAS NOVEMBER KOLAKA FAKULTAS SAINS DAN TEKNOLOGI ,U - UMUM 2,(7100347) S-2 PERKAPALAN / (7199410) S-2 TEKNIK PERKAPALAN
558,17562,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO50002,ASISTEN AHLI,30106108,6108. UNIVERSITAS TRUNOJOYO MADURA FAKULTAS EKONOMI DAN BISNIS ,U - UMUM 2,"(7100559) S-2 EKONOMI PUBLIK / (9500500) S-2 EKONOMI KELEMBAGAAN /
(9500507) S-2 EKONOMI SUMBER DAYA ALAM DAN LINGKUNGAN"
559,17577,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105942,"5942. UNIVERSITAS TEUKU UMAR FAKULTAS EKONOMI 2
",U - UMUM 1,"(6200005) S-2 MASTER OF BUSINESS ADMINISTRATION / (7101310) S-2
ILMU MANAJEMEN / (7199012) S-2 MANAJEMEN / (7199111) S-2 MASTER
OF COMMERCE / (7199218) S-2 MASTER OF INTERNATIONAL BUSINESS /
(7199332) S-2 MASTER OF SCIENCE IN FINANCE / (7199809) S-2 MAGISTER
SAINS MANAJEMEN / (9500104) S-2 MASTER OF ECONOMICS AND FINANCE
/ (9500947) S-2 MASTER OF SCIENCE IN HUMAN RESOURCE / (9500948) S-2
MASTER OF SCIENCE IN MARKETING"
560,17583,2,5,0,2,2,0,0,0,1,0,1,4,1,JFDO50002,ASISTEN AHLI,30102117,"2117. POLITEKNIK NEGERI JAKARTA JURUSAN AKUNTANSI 6
",U - UMUM 5,(9501130) S-2 PERBANKAN DAN KEUANGAN
561,17627,3,2,0,3,3,0,0,0,2,0,1,1,1,JFDO50002,ASISTEN AHLI,30101703,1703. INSTITUT SENI INDONESIA YOGYAKARTA FAKULTAS SENI RUPA ,U - UMUM 2,"(7101082) S-2 MAGISTER DESAIN / (7101257) S-2 PERANCANGAN /
(9501122) S-2 PENGKAJIAN SENI KONSENTRASI DESAIN INTERIOR"
562,17653,2,4,0,2,2,0,0,0,1,0,1,3,1,JFDO50002,ASISTEN AHLI,30104927,"4927. UNIVERSITAS PATTIMURA 4
",U - UMUM 4,(7104700) S-2 TEKNIK GEOLOGI
563,17665,6,5,0,6,6,0,0,0,2,0,4,1,1,JFDO50002,ASISTEN AHLI,30102253,"2253. POLITEKNIK NEGERI KUPANG JURUSAN TEKNIK SIPIL 6
",U - UMUM 5,(7109103) S-2 TEKNIK SIPIL
564,17690,2,2,0,2,2,0,0,0,1,0,1,1,1,JFDO50002,ASISTEN AHLI,30103854,"3854. UNIVERSITAS MATARAM FAKULTAS PERTANIAN 2
",U - UMUM 2,"(9500622) S-2 ILMU EKONOMI KONSENTRASI AKUNTANSI / (9500713) S-2
ILMU PERTANIAN KONSENTRASI AGRIBISNIS"
565,17693,4,4,0,4,4,0,0,0,1,0,3,1,1,JFDO50002,ASISTEN AHLI,30105618,5618. UNIVERSITAS SULAWESI BARAT FAKULTAS PERTANIAN DAN KEHUTANAN ,U - UMUM 4,(7109126) S-2 TEKNOLOGI HASIL PERTANIAN
566,17756,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30103389,3389. UNIVERSITAS JENDERAL SOEDIRMAN FAKULTAS EKONOMI DAN BISNIS ,9 - LULUSAN TERBAIK 1,(7100121) S-2 ILMU EKONOMI STUDI PEMBANGUNAN
567,17771,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30105291,5291. UNIVERSITAS RIAU FAKULTAS PERIKANAN DAN KELAUTAN ,U - UMUM 1,"(7100222) S-2 OCEANOGRAFI / (7106510) S-2 ILMU KELAUTAN / (9500784)
S-2 KIMIA BAHAN ALAM LAUT"
568,17799,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30105491,5491. UNIVERSITAS SINGAPERBANGSA KARAWANG FAKULTAS PERTANIAN ,U - UMUM 1,(7106051) S-2 AGRIBISNIS
569,17820,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30102668,2668. POLITEKNIK NEGERI UJUNG PANDANG JURUSAN TEKNIK ELEKTRO ,U - UMUM 1,(7100650) S-2 TEKNIK ELEKTRO MINAT UTAMA TEKNOLOGI INFORMASI
570,17822,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30104584,4584. UNIVERSITAS NEGERI SEMARANG FAKULTAS ILMU KEOLAHRAGAAN ,U - UMUM 1,"(7100838) S-2 MANAJEMEN OLAHRAGA / (7110200) S-2 PENDIDIKAN OLAH
RAGA"
571,17949,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30104385,4385. UNIVERSITAS NEGERI MANADO FAKULTAS ILMU PENDIDIKAN ,U - UMUM 1,(7100294) S-2 PENDIDIKAN KHUSUS
572,18009,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30105567,"5567. UNIVERSITAS SULAWESI BARAT FAKULTAS EKONOMI 3
",9 - LULUSAN TERBAIK 1,(7101001) S-2 AKUNTANSI KONSENTRASI AKUNTANSI SEKTOR PUBLIK
573,18030,4,5,0,4,3,1,0,0,1,0,2,3,1,JFDO50002,ASISTEN AHLI,30102279,2279. POLITEKNIK NEGERI LAMPUNG JURUSAN TEKNOLOGI PERTANIAN ,U - UMUM 5,"(7100164) S-2 KETEKNIKAN PERTANIAN / (7106010) S-2 MEKANISASI
PERTANIAN / (7199369) S-2 TEKNIK MESIN / (9500193) S-2 TEKNIK
PERTANIAN DAN BIOSISTEM"
574,18078,3,1,0,3,3,0,0,0,3,0,0,1,1,JFDO50002,ASISTEN AHLI,30103059,3059. UNIVERSITAS BRAWIJAYA FAKULTAS ILMU ADMINISTRASI ,U - UMUM 1,(7101350) S-2 ADMINISTRASI PUBLIK
575,18086,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104537,4537. UNIVERSITAS NEGERI PADANG FAKULTAS PARIWISATA DAN PERHOTELAN ,9 - LULUSAN TERBAIK 1,"(7199493) S-2 PENDIDIKAN TATA BOGA / (9501096) S-2 PENDIDIKAN
TEKNOLOGI DAN KEJURUAN KOSENTRASI PENDIDIKAN KESEJAHTERAAN
KELUARGA"
576,18131,3,4,0,3,3,0,0,0,1,0,2,2,1,JFDO50002,ASISTEN AHLI,30102101,2101. POLITEKNIK NEGERI INDRAMAYU JURUSAN TEKNIK PENDINGIN DAN TATA UDARA ,U - UMUM 4,(7199232) S-2 TEKNIK FISIKA
577,18206,4,3,0,4,3,1,0,0,1,0,2,1,1,JFDO50002,ASISTEN AHLI,30102037,2037. POLITEKNIK NEGERI BATAM JURUSAN TEKNIK INFORMATIKA ,U - UMUM 3,"(7100024) S-2 ANIMASI DIGITAL / (7100066) S-2 DESAIN KOMUNIKASI
VISUAL / (7100240) S-2 PENCIPTAAN SENI / (7199449) S-2 MULTIMEDIA /
(7199462) S-2 DESAIN GRAFIS / (9500404) S-2 ANIMASI / (9500405) S-2
ANIMASI DAN GAME / (9500406) S-2 ANIMASI KOMPUTER / (9500407) S-2
ANIMASI KOMPUTER DAN EFEK VISUAL / (9500415) S-2 AUDIO COMPOSING
/ (9500486) S-2 DESAIN KONSENTRASI ANIMASI / (9501193) S-2 SCREEN
AND MEDIA"
578,18217,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30102947,2947. UNIVERSITAS BENGKULU FAKULTAS EKONOMI DAN BISNIS ,9 - LULUSAN TERBAIK 1,(7101220) S-2 AKUNTANSI
579,18219,8,5,0,8,8,0,0,0,5,0,3,2,2,JFDO50002,ASISTEN AHLI,30104026,"4026. UNIVERSITAS MUSAMUS FAKULTAS PERTANIAN 6
",U - UMUM 5,"(7100095) S-2 FITOPATOLOGI / (7100102) S-2 HAMA DAN PENYAKIT
TUMBUHAN / (7100814) S-2 HORTIKULTURA / (7102411) S-2 ILMU PANGAN
/ (7102935) S-2 PATOLOGI TUMBUHAN / (7106025) S-2 PEMULIAAN
TANAMAN / (7106050) S-2 AGRONOMI / (7106060) S-2 ILMU TANAH /
(7106111) S-2 ILMU TANAMAN / (7109103) S-2 TEKNIK SIPIL / (7113065) S-2
SISTEM-SISTEM PERTANIAN / (7113197) S-2 PENGELOLAAN DAERAH
ALIRAN SUNGAI / (7155000) S-2 BIOLOGI / (7199358) S-2 KEHUTANAN /
(7199426) S-2 ENTOMOLOGI / (7201111) S-2 GENETIKA / (9500048) S-2
ILMU BENIH / (9500978) S-2 MIKROBIOLOGI PERTANIAN / (9501110) S-2
PENGELOLAAN SUMBER DAYA AIR PERTANIAN / (9501154) S-2 PROTEKSI
TANAMAN / (9501163) S-2 REKAYASA GENETIK"
580,18225,1,1,0,1,1,0,0,0,1,0,0,1,1,JFDO50002,ASISTEN AHLI,30104026,"4026. UNIVERSITAS MUSAMUS FAKULTAS PERTANIAN 6
",P - PUTRA/PUTRI PAPUA DAN PAPUA BARAT 1,"(7100095) S-2 FITOPATOLOGI / (7100102) S-2 HAMA DAN PENYAKIT
TUMBUHAN / (7100814) S-2 HORTIKULTURA / (7102411) S-2 ILMU PANGAN
/ (7102935) S-2 PATOLOGI TUMBUHAN / (7106025) S-2 PEMULIAAN
TANAMAN / (7106050) S-2 AGRONOMI / (7106060) S-2 ILMU TANAH /
(7106111) S-2 ILMU TANAMAN / (7109103) S-2 TEKNIK SIPIL / (7113065) S-2
SISTEM-SISTEM PERTANIAN / (7113197) S-2 PENGELOLAAN DAERAH
ALIRAN SUNGAI / (7155000) S-2 BIOLOGI / (7199358) S-2 KEHUTANAN /
(7199426) S-2 ENTOMOLOGI / (7201111) S-2 GENETIKA / (9500048) S-2
ILMU BENIH / (9500978) S-2 MIKROBIOLOGI PERTANIAN / (9501110) S-2
PENGELOLAAN SUMBER DAYA AIR PERTANIAN / (9501154) S-2 PROTEKSI
TANAMAN / (9501163) S-2 REKAYASA GENETIK"
581,18312,3,3,0,3,3,0,0,0,3,0,0,3,3,JFDO50002,ASISTEN AHLI,30103436,"3436. UNIVERSITAS KHAIRUN FAKULTAS HUKUM 3
",U - UMUM 3,"(7100155) S-2 KENOTARIATAN / (7100342) S-2 PERDATA / (7123010) S-2
ILMU HUKUM"
582,18342,4,2,0,4,4,0,0,0,3,0,1,1,1,JFDO50002,ASISTEN AHLI,30103013,"3013. UNIVERSITAS BORNEO FAKULTAS ILMU KESEHATAN 3
",U - UMUM 2,(7199252) S-2 KEBIDANAN / (9500746) S-2 KEBIDANAN TERAPAN
583,18368,2,5,0,2,2,0,0,0,1,0,1,4,1,JFDO50002,ASISTEN AHLI,30102251,"2251. POLITEKNIK NEGERI KUPANG JURUSAN TEKNIK SIPIL 6
",U - UMUM 5,(7100451) S-2 TEKNIK PLANOLOGI / (7109103) S-2 TEKNIK SIPIL
584,18373,8,6,0,8,8,0,0,0,4,0,4,2,2,JFDO50002,ASISTEN AHLI,30103156,3156. UNIVERSITAS CENDERAWASIH FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM ,U - UMUM 6,(7102300) S-2 FARMASI / (9500792) S-2 KIMIA KONSENTRASI ORGANIK
585,18382,6,6,0,6,6,0,0,0,1,0,5,1,1,JFDO50002,ASISTEN AHLI,30106178,"6178. UNIVERSITAS UDAYANA FAKULTAS KEDOKTERAN 6
",U - UMUM 6,(6104014) SPESIALIS I KESEHATAN ANAK
